userID,status,today,week,starTD,starWK,commentTD,commentWK
781549524,0,"2月12日

已完成
- 提醒小猫咪去拿卡

未完成
- 每日回顾
- 健身房跑步
- 2019年 计划 
- 整理Physiologie Folien5 
","2月11日-2月17日

已完成
- 提醒小猫咪去拿卡
- 买食用油
- 每日回顾
- Physiologie Folien5 
- 和爸妈视频
- 编写Telegram 每周以及每日小程序并调试
- 每周回顾 
- 买厕所清洁球

未完成
- 每周回顾 
- 报牙齿保险 
- 修表 
- 【阿拉棒/磨牙棒（君之配方）的做法步骤图】弋弋妈妈爱下厨_下厨房
- Kuchen
- 和同学看电影
- 每日回顾
- 健身房跑步
- 2019年 计划 
- 整理Physiologie Folien5 
",⭐⭐⭐⭐,,今天还不错，解决了onedrive的问题,
